step,oracle_epsilon,victim_epsilon,avg_profit_oracle,avg_profit_victim,profit_asymmetry,avg_price_oracle,avg_price_victim,loss,dqn_loss,jepa_loss,regret_loss,total_loss,q_mean,q_max,entropy,avg_positive_regret,avg_regret_abs,avg_strategy_entropy,avg_value,lola_immediate_value,lola_future_value,lola_total_value,lola_entropy,model_lola_value,model_lola_value_std,model_lola_entropy,model_lola_immediate_value,model_lola_future_value,model_lola_total_value,model_lola_current_victim_entropy,model_lola_future_victim_entropy,rollout_lola_value_mean,rollout_lola_value_std,rollout_lola_entropy,rollout_lola_best_action_price,rollout_lola_first_step_profit,rollout_lola_future_profit,rollout_lola_victim_price_simulated,rollout_lola_oracle_price_simulated,victim_pred_accuracy
1000,0.9904905,0.9980046600087905,0.27991514443373305,0.27994273891916965,-2.7594485436566175e-05,1.6987443087659777,1.6983416978493333,0.008102370640262962,0.008102370640262962,,,0.008102370640262962,0.2757524614394497,0.3420372267474886,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2000,0.9714905000000001,0.9940206147712892,0.28062928123760505,0.2785129895248683,0.002116291712736711,1.6962263261321933,1.6990567105617373,0.007281878532841801,0.007281878532841801,,,0.007281878532841801,0.5887630656063557,0.6677386307418346,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3000,0.9524905000000001,0.9900524738848302,0.2806752703625243,0.2779381953878328,0.0027370749746914954,1.693429845161736,1.6972228632681072,0.0071149060055613516,0.0071149060055613516,,,0.0071149060055613516,0.8808581204414367,0.9718124695420265,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
4000,0.9334905,0.9861001738590744,0.2806696493307827,0.27795318000996483,0.0027164693208178506,1.693721662947908,1.6970152005441488,0.00825904674641788,0.00825904674641788,,,0.00825904674641788,1.1635258238315582,1.252246408700943,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
5000,0.9144905000000001,0.9821636514571371,0.28141598726972006,0.2769442973127589,0.0044716899569611996,1.6908676667716354,1.6969231753554195,0.008063731584697961,0.008063731584697961,,,0.008063731584697961,1.434798095703125,1.5230013754367828,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
6000,0.8954905,0.9782428436945758,0.2817192761298502,0.2761838180621853,0.005535458067664876,1.6886614799685775,1.6960307716000824,0.006981229275465011,0.006981229275465011,,,0.006981229275465011,1.678496324658394,1.7579293117523194,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
7000,0.8764905000000001,0.974337687838383,0.2816621327390894,0.2754910471313633,0.006171085607726127,1.686610889725387,1.6952606649901718,0.006467914341017604,0.006467914341017604,,,0.006467914341017604,1.9090321393013001,1.9856998219490052,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
8000,0.8574905,0.9704481214059815,0.28274505119677634,0.2736501615687739,0.00909488962800242,1.682763383084908,1.6955736721549184,0.006462446410208941,0.006462446410208941,,,0.006462446410208941,2.143843823671341,2.2229192267656326,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
9000,0.8384905,0.9665740821642254,0.28251605371630284,0.2749411055482924,0.007574948168010451,1.6843829071447254,1.6942156927194447,0.005953983966261149,0.005953983966261149,,,0.005953983966261149,2.357873654127121,2.437560632944107,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
10000,0.8194905,0.962715508128404,0.282976826131111,0.27303121802920943,0.009945608101901598,1.680415527332574,1.6936496158484369,0.00645357115007937,0.00645357115007937,,,0.00645357115007937,2.557070993423462,2.632276203393936,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
