step,oracle_epsilon,victim_epsilon,avg_profit_oracle,avg_profit_victim,profit_asymmetry,avg_price_oracle,avg_price_victim,loss,dqn_loss,jepa_loss,regret_loss,total_loss,q_mean,q_max,entropy,avg_positive_regret,avg_regret_abs,avg_strategy_entropy,avg_value,lola_immediate_value,lola_future_value,lola_total_value,lola_entropy,model_lola_value,model_lola_value_std,model_lola_entropy,model_lola_immediate_value,model_lola_future_value,model_lola_total_value,model_lola_current_victim_entropy,model_lola_future_victim_entropy,rollout_lola_value_mean,rollout_lola_value_std,rollout_lola_entropy,rollout_lola_best_action_price,rollout_lola_first_step_profit,rollout_lola_future_profit,rollout_lola_victim_price_simulated,rollout_lola_oracle_price_simulated,victim_pred_accuracy
1000,0.9904905,0.9980046600087905,0.2876907321946928,0.2700907907424262,0.01759994145226665,1.6761678336616606,1.6987358327750117,2.0700981713110402,,,,2.0700981713110402,0.0,0.0,2.558607341051102,,,,,,,,,,,,,,,,,,,,,,,,,
2000,0.9714905000000001,0.9940206147712892,0.3028260641762754,0.24750553527730518,0.055320528898970225,1.6253855920415372,1.6994411580227315,0.9404600608733392,,,,0.9404600608733392,0.0,0.0,1.8517087668180465,,,,,,,,,,,,,,,,,,,,,,,,,
3000,0.9524905000000001,0.9900524738848302,0.30860998113988897,0.2254856932888506,0.08312428785103838,1.5775506006050855,1.6975049936957658,0.947818281189088,,,,0.947818281189088,0.0,0.0,1.0246722343564034,,,,,,,,,,,,,,,,,,,,,,,,,
4000,0.9334905,0.9861001738590744,0.3099513395008398,0.2207757070978405,0.08917563240299933,1.567768675668165,1.6979409030023962,0.9611207265406847,,,,0.9611207265406847,0.0,0.0,0.820652867436409,,,,,,,,,,,,,,,,,,,,,,,,,
5000,0.9144905000000001,0.9821636514571371,0.31029291795857716,0.21720609676104505,0.09308682119753212,1.5595953758452088,1.6967712128367276,0.9726795592615681,,,,0.9726795592615681,0.0,0.0,0.5875230760276318,,,,,,,,,,,,,,,,,,,,,,,,,
6000,0.8954905,0.9782428436945758,0.3093325746760238,0.22216078979044687,0.08717178488557692,1.5701474060285836,1.6968517348375172,0.962873266589257,,,,0.962873266589257,0.0,0.0,0.8207075293660164,,,,,,,,,,,,,,,,,,,,,,,,,
7000,0.8764905000000001,0.974337687838383,0.30954888091038446,0.21908191294781865,0.09046696796256583,1.5630771994870156,1.695953882481903,0.9548209290350637,,,,0.9548209290350637,0.0,0.0,0.6761616728305817,,,,,,,,,,,,,,,,,,,,,,,,,
8000,0.8574905,0.9704481214059815,0.310178753829794,0.21438370954990388,0.09579504427989013,1.5531027475483716,1.6954961776807904,0.9643712993711233,,,,0.9643712993711233,0.0,0.0,0.46905122250318526,,,,,,,,,,,,,,,,,,,,,,,,,
9000,0.8384905,0.9665740821642254,0.3099009309443645,0.2133714123411337,0.09652951860323082,1.5500435128994285,1.6938215585872531,0.9612646795088245,,,,0.9612646795088245,0.0,0.0,0.3402445144951344,,,,,,,,,,,,,,,,,,,,,,,,,
10000,0.8194905,0.962715508128404,0.30934226281696464,0.2129797635137802,0.09636249930318445,1.5484027993101626,1.691853911768645,0.958746737049472,,,,0.958746737049472,0.0,0.0,0.256621058255434,,,,,,,,,,,,,,,,,,,,,,,,,
11000,0.8004904999999999,0.9588723375612509,0.30949945585220123,0.21255346973682754,0.09694598611537367,1.5478742592353374,1.6923322013486177,0.9560141448051699,,,,0.9560141448051699,0.0,0.0,0.2239547220170498,,,,,,,,,,,,,,,,,,,,,,,,,
12000,0.7814904999999999,0.9550445089719546,0.3089239088539034,0.21266653169831262,0.09625737715559081,1.5477586221545934,1.6909633245449514,0.9509417694061995,,,,0.9509417694061995,0.0,0.0,0.19668356558680533,,,,,,,,,,,,,,,,,,,,,,,,,
13000,0.7624905,0.951231961115176,0.30936860489135143,0.21225928661844226,0.09710931827290915,1.5467778263110668,1.691553013181314,0.958568069242662,,,,0.958568069242662,0.0,0.0,0.1460685108602047,,,,,,,,,,,,,,,,,,,,,,,,,
14000,0.7434904999999999,0.9474346329900684,0.3089965862130048,0.21274248894012998,0.09625409727287479,1.5475564087014646,1.6908434496279805,0.9539153172123817,,,,0.9539153172123817,0.0,0.0,0.16722744281589985,,,,,,,,,,,,,,,,,,,,,,,,,
15000,0.7244905,0.9436524638393006,0.30861838666547553,0.21244180792570114,0.09617657873977441,1.5462402049414814,1.6895460134316236,0.9505076619886583,,,,0.9505076619886583,0.0,0.0,0.11335093545168638,,,,,,,,,,,,,,,,,,,,,,,,,
16000,0.7054905,0.9398853931480853,0.30863426979165526,0.21190639955271035,0.09672787023894489,1.5449887821283192,1.6893674115389585,0.9536690544337034,,,,0.9536690544337034,0.0,0.0,0.05656469379737973,,,,,,,,,,,,,,,,,,,,,,,,,
17000,0.6864905,0.9361333606432114,0.30806869554519656,0.21217567160597536,0.09589302393922117,1.5448253161627798,1.687862313091755,0.9539076339813971,,,,0.9539076339813971,0.0,0.0,0.05552516509592533,,,,,,,,,,,,,,,,,,,,,,,,,
18000,0.6674905,0.9323963062920787,0.3080244580375729,0.2122393750110641,0.0957850830265088,1.5450983648821712,1.6878847139943391,0.9521166374606471,,,,0.9521166374606471,0.0,0.0,0.0599597751237452,,,,,,,,,,,,,,,,,,,,,,,,,
19000,0.6484905,0.9286741703017377,0.3078300235264469,0.21216356202983297,0.09566646149661392,1.5447490319982171,1.6873246914688498,0.9493259326104195,,,,0.9493259326104195,0.0,0.0,0.054134812720119954,,,,,,,,,,,,,,,,,,,,,,,,,
20000,0.6294905000000001,0.9249668931179333,0.30779720054671633,0.21235223522980232,0.09544496531691402,1.5448834373578428,1.6872235846593977,0.9465374127030373,,,,0.9465374127030373,0.0,0.0,0.059053028762340545,,,,,,,,,,,,,,,,,,,,,,,,,
21000,0.6104905,0.9212744154241513,0.30733067566435784,0.212703700899845,0.09462697476451286,1.5447405558750034,1.6857996136229485,0.9429311521591679,,,,0.9429311521591679,0.0,0.0,0.05926836822926998,,,,,,,,,,,,,,,,,,,,,,,,,
22000,0.5914905,0.9175966781406701,0.3067812718320638,0.2127233270967845,0.0940579447352793,1.5444989896137267,1.6845954137761145,0.9449835361972931,,,,0.9449835361972931,0.0,0.0,0.03696927617117762,,,,,,,,,,,,,,,,,,,,,,,,,
23000,0.5724905000000001,0.9139336224236146,0.3069246914774412,0.21270970572833903,0.0942149857491022,1.5445480294395237,1.6848944959845393,0.9526064857359855,,,,0.9526064857359855,0.0,0.0,0.04287732144072652,,,,,,,,,,,,,,,,,,,,,,,,,
24000,0.5534905,0.910285189664015,0.306849531522952,0.21292250435403548,0.09392702716891654,1.544917341472581,1.6848309257198124,0.9422151874750853,,,,0.9422151874750853,0.0,0.0,0.06505454414337873,,,,,,,,,,,,,,,,,,,,,,,,,
