mode,cell_id,alpha,beta,sessions,convergence_rate,average_profit_gain,std_profit_gain,median_profit_gain,q05_profit_gain,q95_profit_gain,average_periods_to_convergence,median_periods_to_convergence,average_long_run_price,std_long_run_price,average_long_run_profit,std_long_run_profit,constant_price_frequency,cycle_length_2_frequency,average_cycle_length,share_profit_gain_positive,share_profit_gain_above_0_5,share_profit_gain_above_0_8
representative,0,0.15,4e-06,100,0.0,0.8561116858282309,0.11701481649416008,0.8708867292586706,0.6193688225331982,0.9941926250593632,10000000.0,10000000.0,1.796742831993883,0.07600967101301132,0.32058821457211295,0.013720685806347993,0.62,0.29,1.49,1.0,1.0,0.67
